game_id,off_player_id,off_team_id,def_player_id,def_team_id,matchup_min,partial_poss,pct_defender_total_time,pct_off_total_time,pct_total_time_both_on,player_pts,team_pts,matchup_ast,matchup_tov,matchup_blk,matchup_fgm,matchup_fga,matchup_fg3m,matchup_fg3a,matchup_ftm,matchup_fta,sfl
0042300105,1630531,1610612738,1631107,1610612748,0:15,1.5,0.024,0.078,0.129,0,0,0,1,0,0,0,0,0,0,0,0
0042300105,1630531,1610612738,1628997,1610612748,0:11,0.5,0.013,0.057,0.146,0,3,0,0,0,0,0,0,0,0,0,0
0042300105,1630531,1610612738,201988,1610612748,1:18,5.4,0.206,0.391,0.645,2,4,0,0,0,1,1,0,0,0,0,0
0042300105,1630531,1610612738,1629130,1610612748,0:20,1.6,0.045,0.102,0.259,0,3,0,0,0,0,0,0,0,0,0,0
0042300105,1630531,1610612738,1626153,1610612748,0:10,0.5,0.014,0.052,0.085,0,0,0,0,0,0,0,0,0,0,0,0
0042300105,1630214,1610612738,1628418,1610612748,1:42,5.7,0.369,0.612,0.612,2,10,1,0,0,1,1,0,0,0,0,0
0042300105,1630214,1610612738,1629312,1610612748,0:15,0.8,0.027,0.088,0.088,0,0,0,0,0,0,0,0,0,0,0,0
0042300105,1630214,1610612738,1631107,1610612748,0:09,1.2,0.015,0.056,0.078,0,2,0,0,0,0,0,0,0,0,0,0
0042300105,1630214,1610612738,1628997,1610612748,0:01,0.1,0.002,0.009,0.031,0,0,0,0,0,0,0,0,0,0,0,0
0042300105,1630214,1610612738,201988,1610612748,0:05,1.1,0.014,0.031,0.043,0,0,0,0,0,0,0,0,0,0,0,0
0042300105,1630214,1610612738,1629130,1610612748,0:04,0.4,0.008,0.021,0.077,0,3,1,0,0,0,0,0,0,0,0,0
0042300105,1630214,1610612738,1626153,1610612748,0:24,2.6,0.032,0.145,0.2,0,4,0,0,0,0,0,0,0,0,0,0
0042300105,1629052,1610612738,1628418,1610612748,0:06,0.3,0.023,0.053,0.053,0,0,0,0,0,0,0,0,0,0,0,0
0042300105,1629052,1610612738,1629312,1610612748,0:22,2.0,0.041,0.184,0.184,0,0,0,0,0,0,0,0,0,0,0,0
0042300105,1629052,1610612738,1631107,1610612748,1:05,4.0,0.101,0.538,0.538,2,6,0,0,0,1,1,0,0,0,0,0
0042300105,1629052,1610612738,201988,1610612748,0:16,0.8,0.042,0.13,0.13,0,0,0,0,0,0,2,0,0,0,0,0
0042300105,1629052,1610612738,1626153,1610612748,0:10,1.3,0.014,0.086,0.086,0,0,0,0,0,0,0,0,0,0,0,0
0042300105,1628997,1610612748,1627759,1610612738,2:24,14.2,0.246,0.174,0.282,0,19,0,0,0,0,0,0,0,0,0,0
0042300105,1628997,1610612748,1630573,1610612738,2:10,9.9,0.277,0.157,0.351,0,7,1,0,0,0,2,0,2,0,0,0
0042300105,1628997,1610612748,201950,1610612738,1:25,8.9,0.106,0.102,0.123,3,7,0,0,0,1,2,1,2,0,0,0
0042300105,1628997,1610612748,201143,1610612738,0:09,0.5,0.018,0.011,0.022,0,0,0,0,0,0,0,0,0,0,0,0
0042300105,1628997,1610612748,1628436,1610612738,0:13,1.8,0.031,0.016,0.037,0,2,0,0,0,0,0,0,0,0,0,0
0042300105,1628997,1610612748,1629004,1610612738,0:36,2.5,0.145,0.043,0.326,0,1,0,0,0,0,0,0,0,0,0,0
0042300105,1628997,1610612748,1630202,1610612738,0:38,3.6,0.059,0.046,0.094,0,3,0,0,0,0,0,0,0,0,0,0
0042300105,1628997,1610612748,1628369,1610612738,5:13,25.0,0.434,0.377,0.461,0,14,0,0,1,0,2,0,1,0,0,0
0042300105,1628997,1610612748,1630214,1610612738,0:21,1.3,0.122,0.026,0.561,4,4,0,0,0,2,2,0,0,0,0,0
0042300105,1628997,1610612748,1628401,1610612738,0:19,1.9,0.029,0.022,0.037,1,1,0,0,0,0,0,0,0,1,1,1
0042300105,1631107,1610612748,1629052,1610612738,1:20,5.3,0.589,0.123,0.589,2,4,1,0,0,1,1,0,0,0,0,0
0042300105,1631107,1610612748,1627759,1610612738,2:24,11.2,0.246,0.222,0.495,0,12,0,0,0,0,1,0,1,0,0,0
0042300105,1631107,1610612748,1630573,1610612738,0:35,3.3,0.074,0.053,0.113,0,4,0,0,0,0,0,0,0,0,0,0
0042300105,1631107,1610612748,201950,1610612738,1:31,5.7,0.113,0.14,0.207,0,4,1,0,0,0,2,0,1,0,0,0
0042300105,1631107,1610612748,201143,1610612738,0:22,1.7,0.043,0.033,0.09,2,2,0,0,0,0,0,0,0,2,2,1
0042300105,1631107,1610612748,1628436,1610612738,0:12,0.9,0.028,0.018,0.043,0,0,1,0,0,0,0,0,0,0,0,0
0042300105,1631107,1610612748,1629004,1610612738,0:28,1.8,0.112,0.042,0.141,0,0,0,0,0,0,0,0,0,0,0,0
0042300105,1631107,1610612748,1630202,1610612738,0:58,5.7,0.089,0.089,0.133,0,7,1,0,0,0,0,0,0,0,0,0
0042300105,1631107,1610612748,1630531,1610612738,0:19,1.4,0.103,0.029,0.141,0,0,0,0,0,0,0,0,0,0,0,0
0042300105,1631107,1610612748,1628369,1610612738,1:32,9.4,0.128,0.142,0.259,0,4,0,0,0,0,1,0,1,0,0,0
0042300105,1631107,1610612748,1630214,1610612738,0:04,0.2,0.025,0.007,0.032,0,2,1,0,0,0,0,0,0,0,0,0
0042300105,1631107,1610612748,1628401,1610612738,1:03,5.4,0.099,0.097,0.206,4,10,1,0,0,2,2,0,0,0,0,0
0042300105,1628389,1610612748,1627759,1610612738,0:32,2.6,0.054,0.039,0.054,0,2,0,0,0,0,2,0,0,0,0,0
0042300105,1628389,1610612748,1630573,1610612738,0:07,0.6,0.014,0.008,0.022,0,2,0,0,0,0,1,0,0,0,0,0
0042300105,1628389,1610612748,201950,1610612738,0:54,4.6,0.068,0.067,0.079,7,9,0,0,0,3,4,0,1,1,1,1
0042300105,1628389,1610612748,201143,1610612738,6:51,37.1,0.814,0.509,0.814,13,39,4,1,0,6,11,1,1,0,0,0
0042300105,1628389,1610612748,1628436,1610612738,4:10,21.5,0.584,0.31,0.827,4,11,2,1,1,2,10,0,1,0,0,0
0042300105,1628389,1610612748,1630202,1610612738,0:06,0.5,0.009,0.007,0.017,0,0,0,0,0,0,0,0,0,0,0,0
0042300105,1628389,1610612748,1628369,1610612738,0:35,2.7,0.048,0.043,0.052,0,0,0,0,0,0,0,0,0,0,0,0
0042300105,1628389,1610612748,1628401,1610612738,0:23,3.2,0.036,0.029,0.036,0,5,0,0,0,0,1,0,0,0,0,0
0042300105,1626153,1610612748,1629052,1610612738,0:25,1.5,0.184,0.034,0.184,0,3,0,0,0,0,1,0,1,0,0,0
0042300105,1626153,1610612748,1627759,1610612738,2:07,10.9,0.217,0.172,0.238,0,6,0,0,0,0,1,0,1,0,0,0
0042300105,1626153,1610612748,1630573,1610612738,0:14,1.6,0.031,0.02,0.145,0,0,0,0,0,0,0,0,0,0,0,0
0042300105,1626153,1610612748,201950,1610612738,1:21,7.8,0.101,0.109,0.155,2,7,0,0,0,1,1,0,0,0,0,0
0042300105,1626153,1610612748,201143,1610612738,0:15,1.2,0.029,0.02,0.034,2,2,0,0,0,1,1,0,0,0,0,0
0042300105,1626153,1610612748,1628436,1610612738,0:11,1.1,0.025,0.015,0.064,0,0,0,0,0,0,0,0,0,0,0,0
0042300105,1626153,1610612748,1629004,1610612738,0:11,0.7,0.046,0.015,0.083,0,0,0,0,0,0,0,0,0,0,0,0
0042300105,1626153,1610612748,1630202,1610612738,2:51,13.6,0.265,0.231,0.524,0,18,0,0,0,0,0,0,0,0,0,0
0042300105,1626153,1610612748,1630531,1610612738,0:09,1.0,0.048,0.012,0.065,0,2,0,0,0,0,0,0,0,0,0,0
0042300105,1626153,1610612748,1628369,1610612738,1:36,7.9,0.133,0.13,0.209,2,12,2,0,0,1,1,0,0,0,0,0
0042300105,1626153,1610612748,1630214,1610612738,0:18,1.2,0.103,0.024,0.132,0,0,0,0,1,0,1,0,0,0,0,0
0042300105,1626153,1610612748,1628401,1610612738,2:27,15.1,0.23,0.2,0.245,8,13,0,0,0,4,4,0,0,0,0,0
0042300105,1629639,1610612748,1627759,1610612738,1:18,8.0,0.133,0.102,0.133,0,6,1,0,0,0,2,0,2,0,0,0
0042300105,1629639,1610612748,1630573,1610612738,0:23,1.6,0.049,0.03,0.087,0,0,0,0,0,0,0,0,0,0,0,0
0042300105,1629639,1610612748,201950,1610612738,5:39,30.7,0.423,0.443,0.551,5,25,1,0,0,2,5,1,2,0,0,0
