game_id,off_player_id,off_team_id,def_player_id,def_team_id,matchup_min,partial_poss,pct_defender_total_time,pct_off_total_time,pct_total_time_both_on,player_pts,team_pts,matchup_ast,matchup_tov,matchup_blk,matchup_fgm,matchup_fga,matchup_fg3m,matchup_fg3a,matchup_ftm,matchup_fta,sfl
0041800121,201960,1610612751,1628413,1610612755,0:52,2.23,0.446,0.067,0.484,0,2,0,0,0,0,0,0,0,0,0,0
0041800121,201960,1610612751,202710,1610612755,3:03,12.56,0.214,0.239,0.328,0,14,0,0,1,0,2,0,0,0,0,0
0041800121,201960,1610612751,203954,1610612755,0:24,1.82,0.044,0.031,0.051,2,2,0,1,1,1,2,0,0,0,0,0
0041800121,201960,1610612751,202699,1610612755,2:55,9.44,0.196,0.228,0.283,2,13,1,0,0,0,2,0,2,2,2,1
0041800121,201960,1610612751,1626246,1610612755,0:11,0.51,0.031,0.014,0.062,0,0,0,0,0,0,0,0,0,0,0,0
0041800121,201960,1610612751,204456,1610612755,0:18,1.08,0.052,0.024,0.096,0,2,0,0,0,0,0,0,0,0,0,0
0041800121,201960,1610612751,200755,1610612755,2:06,7.76,0.255,0.164,0.291,0,7,0,0,0,0,0,0,0,0,0,0
0041800121,201960,1610612751,203118,1610612755,1:13,4.43,0.099,0.095,0.152,3,8,0,0,0,1,2,1,2,0,0,0
0041800121,201960,1610612751,1627732,1610612755,1:26,4.9,0.12,0.112,0.148,4,12,0,0,1,1,2,0,1,2,2,1
0041800121,201960,1610612751,203613,1610612755,0:23,1.45,0.095,0.03,0.112,0,6,0,0,0,0,0,0,0,0,0,0
0041800121,1629066,1610612751,202710,1610612755,0:26,1.47,0.031,0.102,0.102,0,1,0,0,0,0,0,0,0,0,0,0
0041800121,1629066,1610612751,203954,1610612755,0:05,0.49,0.01,0.021,0.027,0,0,0,0,0,0,0,0,0,0,0,0
0041800121,1629066,1610612751,202699,1610612755,3:12,13.44,0.215,0.74,0.811,0,19,0,1,0,0,0,0,0,0,0,0
0041800121,1629066,1610612751,200755,1610612755,0:02,0.11,0.004,0.007,0.011,0,0,0,0,0,0,0,0,0,0,0,0
0041800121,1629066,1610612751,203118,1610612755,0:10,0.69,0.013,0.037,0.17,0,1,0,0,0,0,0,0,0,0,0,0
0041800121,1629066,1610612751,1627732,1610612755,0:25,1.76,0.035,0.095,0.103,0,4,0,0,0,0,0,0,0,0,0,0
0041800121,1628386,1610612751,202710,1610612755,0:04,0.27,0.005,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0
0041800121,1628386,1610612751,203954,1610612755,1:44,7.17,0.191,0.524,0.736,2,9,0,0,0,1,3,0,0,0,0,0
0041800121,1628386,1610612751,202699,1610612755,0:13,0.83,0.014,0.062,0.062,0,0,0,1,0,0,0,0,0,0,0,0
0041800121,1628386,1610612751,1626246,1610612755,0:48,3.04,0.14,0.243,0.839,0,7,0,0,0,0,0,0,0,0,0,0
0041800121,1628386,1610612751,204456,1610612755,0:01,0.1,0.004,0.007,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0041800121,1628386,1610612751,200755,1610612755,0:03,0.23,0.006,0.016,0.021,0,0,0,0,0,0,0,0,0,0,0,0
0041800121,1628386,1610612751,1627732,1610612755,0:25,1.88,0.034,0.124,0.151,0,0,0,0,1,0,1,0,0,0,0,0
0041800121,1628386,1610612751,203613,1610612755,0:01,0.03,0.002,0.003,0.068,0,0,0,0,0,0,0,0,0,0,0,0
0041800121,203925,1610612751,1628413,1610612755,0:04,0.18,0.033,0.006,0.049,0,0,0,0,0,0,0,0,0,0,0,0
0041800121,203925,1610612751,202710,1610612755,3:31,11.59,0.247,0.335,0.351,5,20,0,0,0,2,3,1,1,0,0,0
0041800121,203925,1610612751,203954,1610612755,0:14,1.08,0.026,0.023,0.051,0,0,0,0,0,0,0,0,0,0,0,0
0041800121,203925,1610612751,202699,1610612755,0:41,2.13,0.046,0.065,0.07,3,3,0,2,0,1,1,1,1,0,0,0
0041800121,203925,1610612751,1626246,1610612755,0:17,1.14,0.05,0.027,0.08,2,2,0,0,0,1,1,0,0,0,0,0
0041800121,203925,1610612751,204456,1610612755,0:23,1.73,0.067,0.037,0.1,0,2,0,0,0,0,0,0,0,0,0,0
0041800121,203925,1610612751,200755,1610612755,2:05,9.46,0.254,0.2,0.642,0,9,0,0,0,0,1,0,1,0,0,0
