game_id,off_player_id,off_team_id,def_player_id,def_team_id,matchup_min,partial_poss,pct_defender_total_time,pct_off_total_time,pct_total_time_both_on,player_pts,team_pts,matchup_ast,matchup_tov,matchup_blk,matchup_fgm,matchup_fga,matchup_fg3m,matchup_fg3a,matchup_ftm,matchup_fta,sfl
0042200171,1629013,1610612756,202695,1610612746,0:46,4.6,0.054,0.098,0.116,0,3,0,0,0,0,0,0,0,0,0,0
0042200171,1629013,1610612756,1629611,1610612746,1:05,8.0,0.134,0.138,0.179,4,8,0,0,0,2,2,0,0,0,0,0
0042200171,1629013,1610612756,203486,1610612746,0:05,0.5,0.013,0.01,0.016,0,0,0,0,0,0,0,0,0,0,0,0
0042200171,1629013,1610612756,1626181,1610612746,2:27,15.6,0.304,0.312,0.394,0,13,0,0,0,0,0,0,0,0,0,0
0042200171,1629013,1610612756,201566,1610612746,0:16,1.9,0.022,0.034,0.071,0,4,0,0,0,0,0,0,0,0,0,0
0042200171,1629013,1610612756,1627826,1610612746,0:01,0.1,0.002,0.003,0.009,0,0,0,0,0,0,0,0,0,0,0,0
0042200171,1629006,1610612756,1630538,1610612746,1:22,6.4,0.292,0.547,0.672,0,1,0,0,0,0,1,0,0,0,0,0
0042200171,1629006,1610612756,202695,1610612746,0:01,0.1,0.002,0.01,0.016,0,0,0,0,0,0,0,0,0,0,0,0
0042200171,1629006,1610612756,1629611,1610612746,0:14,2.1,0.029,0.095,0.095,0,3,0,0,0,0,0,0,0,0,0,0
0042200171,1629006,1610612756,203486,1610612746,0:01,0.1,0.004,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0
0042200171,1629006,1610612756,1626181,1610612746,0:45,5.8,0.094,0.303,0.303,0,2,0,0,0,0,0,0,0,0,0,0
0042200171,1629006,1610612756,201566,1610612746,0:01,0.1,0.002,0.009,0.023,0,0,0,0,0,0,0,0,0,0,0,0
0042200171,1630688,1610612756,1630538,1610612746,0:17,2.0,0.061,0.128,0.145,0,1,0,0,0,0,0,0,0,0,0,0
0042200171,1630688,1610612756,202695,1610612746,0:28,3.4,0.032,0.206,0.247,0,1,0,0,0,0,1,0,1,0,0,0
0042200171,1630688,1610612756,1629611,1610612746,0:16,2.2,0.032,0.117,0.117,0,2,0,0,0,0,0,0,0,0,0,0
0042200171,1630688,1610612756,203486,1610612746,0:20,2.4,0.056,0.153,0.155,0,2,0,0,0,0,0,0,0,0,0,0
0042200171,1630688,1610612756,1626181,1610612746,0:50,4.8,0.104,0.375,0.375,0,3,0,0,0,0,0,0,0,0,0,0
0042200171,1630688,1610612756,201566,1610612746,0:06,0.3,0.008,0.045,0.271,0,0,0,0,0,0,0,0,0,0,0,0
0042200171,202687,1610612756,1630538,1610612746,0:05,0.3,0.018,0.049,0.057,0,0,0,0,0,0,0,0,0,0,0,0
0042200171,202687,1610612756,202695,1610612746,0:04,0.5,0.004,0.037,0.086,0,0,0,1,0,0,0,0,0,0,0,0
0042200171,202687,1610612756,1629611,1610612746,0:06,0.4,0.012,0.055,0.055,0,0,0,0,0,0,0,0,0,0,0,0
0042200171,202687,1610612756,203486,1610612746,1:14,6.3,0.203,0.737,0.737,1,1,0,0,0,0,0,0,0,1,2,1
0042200171,202687,1610612756,1626181,1610612746,0:04,1.1,0.008,0.039,0.039,0,0,0,0,0,0,0,0,0,0,0,0
0042200171,202687,1610612756,201566,1610612746,0:04,1.0,0.005,0.035,0.063,0,0,0,0,0,0,0,0,0,0,0,0
0042200171,203082,1610612756,1630538,1610612746,0:37,4.0,0.131,0.368,0.368,0,3,0,0,0,0,1,0,0,0,0,0
0042200171,203082,1610612756,1629611,1610612746,0:03,0.6,0.006,0.03,0.03,0,2,0,0,0,0,0,0,0,0,0,0
0042200171,203082,1610612756,203486,1610612746,0:04,0.4,0.011,0.039,0.039,0,0,0,0,0,0,0,0,0,0,0,0
0042200171,203082,1610612756,1626181,1610612746,0:54,3.8,0.113,0.544,0.544,0,2,0,0,0,0,0,0,0,0,0,0
0042200171,1629111,1610612756,201569,1610612746,0:05,0.4,0.007,0.027,0.091,0,0,0,0,0,0,0,0,0,0,0,0
0042200171,1629111,1610612756,1630538,1610612746,0:15,1.4,0.052,0.088,0.125,2,4,0,0,0,1,1,0,0,0,0,0
0042200171,1629111,1610612756,202695,1610612746,0:16,2.5,0.018,0.096,0.096,0,0,0,0,0,0,0,0,0,0,0,0
0042200171,1629111,1610612756,1629611,1610612746,0:02,0.1,0.003,0.01,0.012,0,0,0,0,0,0,0,0,0,0,0,0
0042200171,1629111,1610612756,203486,1610612746,2:01,9.5,0.331,0.73,0.818,2,7,1,0,0,0,2,0,0,2,4,2
0042200171,1629111,1610612756,1626181,1610612746,0:33,2.2,0.068,0.197,0.197,0,3,0,0,0,0,0,0,0,0,0,0
0042200171,201587,1610612746,1629028,1610612756,0:23,2.6,0.028,0.045,0.047,0,2,0,0,0,0,0,0,0,0,0,0
0042200171,201587,1610612746,1626164,1610612756,0:46,4.0,0.041,0.089,0.092,0,7,0,0,0,0,0,0,0,0,0,0
0042200171,201587,1610612746,1628470,1610612756,0:13,1.8,0.019,0.026,0.029,0,0,0,0,0,0,0,0,0,0,0,0
0042200171,201587,1610612746,201142,1610612756,2:48,13.2,0.146,0.326,0.326,0,4,0,1,0,0,1,0,1,0,0,0
0042200171,201587,1610612746,101108,1610612756,2:38,13.5,0.16,0.307,0.369,0,19,2,0,0,0,0,0,0,0,0,0
