game_id,off_player_id,off_team_id,def_player_id,def_team_id,matchup_min,partial_poss,pct_defender_total_time,pct_off_total_time,pct_total_time_both_on,player_pts,team_pts,matchup_ast,matchup_tov,matchup_blk,matchup_fgm,matchup_fga,matchup_fg3m,matchup_fg3a,matchup_ftm,matchup_fta,sfl
0042100145,1630230,1610612740,1626166,1610612756,0:52,3.3,0.17,0.294,0.825,2,2,0,1,0,1,2,0,0,0,0,0
0042100145,1630230,1610612740,1629013,1610612756,0:19,1.5,0.031,0.109,0.111,0,3,0,0,0,0,0,0,0,0,0,0
0042100145,1630631,1610612740,1629028,1610612756,0:24,2.1,0.028,0.053,0.065,2,2,0,0,0,1,1,0,0,0,0,0
0042100145,1630631,1610612740,202687,1610612756,0:02,0.1,0.007,0.003,0.022,0,0,0,0,0,0,0,0,0,0,0,0
0042100145,1630631,1610612740,1628969,1610612756,0:38,3.1,0.033,0.084,0.084,0,3,0,0,0,0,0,0,0,0,0,0
0042100145,1630631,1610612740,203109,1610612756,0:58,3.4,0.101,0.127,0.292,0,3,0,0,0,0,0,0,0,0,0,0
0042100145,1630631,1610612740,1628988,1610612756,0:20,2.0,0.13,0.043,0.223,3,4,0,0,0,1,1,1,1,0,0,0
0042100145,1630631,1610612740,1629661,1610612756,1:49,8.9,0.124,0.238,0.358,5,8,0,0,0,2,4,1,3,0,0,0
0042100145,1630631,1610612740,101108,1610612756,1:10,7.8,0.073,0.152,0.166,2,7,0,0,0,0,2,0,2,2,2,0
0042100145,1630631,1610612740,1626166,1610612756,1:18,6.5,0.253,0.17,0.621,2,8,0,0,0,0,0,0,0,2,2,0
0042100145,1630631,1610612740,1629013,1610612756,0:26,2.9,0.042,0.058,0.111,0,1,0,0,0,0,1,0,0,0,0,0
0042100156,203937,1610612763,201976,1610612750,0:26,2.4,0.029,0.095,0.121,0,3,0,0,0,0,0,0,0,0,0,0
0042100156,203937,1610612763,1630162,1610612750,1:01,5.6,0.062,0.223,0.223,0,8,0,1,0,0,0,0,0,0,0,0
0042100156,203937,1610612763,1630183,1610612750,0:41,4.7,0.05,0.151,0.207,4,4,0,0,0,2,2,0,0,0,0,0
0042100156,203937,1610612763,1629162,1610612750,0:01,0.1,0.002,0.005,0.013,0,0,0,0,0,0,0,0,0,0,0,0
0042100156,203937,1610612763,1626156,1610612750,1:25,5.5,0.136,0.311,0.399,0,5,0,0,0,0,0,0,0,0,0,0
0042100156,203937,1610612763,1626157,1610612750,0:25,2.5,0.027,0.093,0.094,0,2,0,0,0,0,1,0,0,0,0,0
0042100156,203937,1610612763,1629020,1610612750,0:03,0.7,0.013,0.013,0.122,0,2,0,0,0,0,0,0,0,0,0,0
0042100156,1629634,1610612763,1627736,1610612750,0:32,2.3,0.081,0.04,0.092,0,0,0,0,0,0,0,0,0,0,0,0
0042100156,1629634,1610612763,201976,1610612750,1:05,7.4,0.072,0.081,0.12,0,5,0,0,0,0,1,0,0,0,0,0
0042100156,1629634,1610612763,1630162,1610612750,1:40,8.3,0.102,0.125,0.14,6,12,0,0,0,3,3,0,0,0,0,0
