Team Name,NBA_Current_Link_ID
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
Atlanta Hawks,1610612737
St. Louis Hawks,1610612737
St. Louis Hawks,1610612737
St. Louis Hawks,1610612737
St. Louis Hawks,1610612737
St. Louis Hawks,1610612737
St. Louis Hawks,1610612737
St. Louis Hawks,1610612737
St. Louis Hawks,1610612737
St. Louis Hawks,1610612737
St. Louis Hawks,1610612737
St. Louis Hawks,1610612737
St. Louis Hawks,1610612737
St. Louis Hawks,1610612737
Milwaukee Hawks,1610612737
Milwaukee Hawks,1610612737
Milwaukee Hawks,1610612737
Milwaukee Hawks,1610612737
Tri-Cities Blackhawks,1610612737
Tri-Cities Blackhawks,1610612737
Brooklyn Nets,1610612751
Brooklyn Nets,1610612751
Brooklyn Nets,1610612751
Brooklyn Nets,1610612751
Brooklyn Nets,1610612751
Brooklyn Nets,1610612751
Brooklyn Nets,1610612751
Brooklyn Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New Jersey Nets,1610612751
New York Nets,1610612751
New York Nets,1610612751
New York Nets,1610612751
New York Nets,1610612751
New York Nets,1610612751
New York Nets,1610612751
New York Nets,1610612751
New York Nets,1610612751
New York Nets,1610612751
New Jersey Americans,1610612751
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Boston Celtics,1610612738
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Bobcats,1610612766
Charlotte Bobcats,1610612766
Charlotte Bobcats,1610612766
Charlotte Bobcats,1610612766
Charlotte Bobcats,1610612766
Charlotte Bobcats,1610612766
Charlotte Bobcats,1610612766
Charlotte Bobcats,1610612766
Charlotte Bobcats,1610612766
Charlotte Bobcats,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Charlotte Hornets,1610612766
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Cleveland Cavaliers,1610612739
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Chicago Bulls,1610612741
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Dallas Mavericks,1610612742
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Nuggets,1610612743
Denver Rockets,1610612743
Denver Rockets,1610612743
Denver Rockets,1610612743
Denver Rockets,1610612743
Denver Rockets,1610612743
Denver Rockets,1610612743
Denver Rockets,1610612743
Detroit Pistons,1610612765
Detroit Pistons,1610612765
Detroit Pistons,1610612765
Detroit Pistons,1610612765
Detroit Pistons,1610612765
Detroit Pistons,1610612765
Detroit Pistons,1610612765
Detroit Pistons,1610612765
Detroit Pistons,1610612765
Detroit Pistons,1610612765
Detroit Pistons,1610612765
Detroit Pistons,1610612765
Detroit Pistons,1610612765
Detroit Pistons,1610612765
Detroit Pistons,1610612765
