Player,Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
Blake Stepp,2003-04,Gonzaga,WCC,SR,31,31,33.1,4.6,10.7,.431,2.1,3.9,.525,2.5,6.8,.376,2.8,3.4,.830,0.8,3.7,4.6,6.7,1.2,0.1,3.0,1.9,14.6,,3.32
Rashad Wright,2000-01,Georgia,SEC,FR,31,22,28.9,1.6,4.5,.348,1.1,3.0,.362,0.5,1.5,.319,1.1,2.2,.507,0.7,2.3,3.0,3.3,0.8,0.2,2.2,2.1,4.7,,12.75
Rashad Wright,2001-02,Georgia,SEC,SO,32,32,32.8,2.9,6.7,.437,2.3,4.4,.521,0.7,2.3,.280,2.5,3.3,.771,0.7,1.7,2.4,4.8,1.7,0.3,2.1,2.1,9.1,,9.24
Rashad Wright,2002-03,Georgia,SEC,JR,27,27,33.3,2.4,6.7,.365,1.7,4.2,.412,0.7,2.5,.284,2.2,3.0,.720,0.4,2.2,2.6,5.5,1.3,0.4,1.9,2.0,7.8,,11.30
Rashad Wright,2003-04,Georgia,SEC,SR,29,29,37.1,4.6,10.9,.424,2.3,5.1,.456,2.3,5.8,.396,2.8,4.1,.683,0.4,2.5,2.9,3.0,1.8,0.4,2.2,1.8,14.4,,8.16
Carmelo Anthony,2002-03,Syracuse,Big East,FR,35,35,36.4,7.9,17.5,.453,6.3,12.7,.496,1.6,4.7,.337,4.8,6.8,.706,2.9,7.1,10.0,2.2,1.6,0.9,2.2,2.2,22.2,,9.02
Chris Bosh,2002-03,Georgia Tech,ACC,FR,31,31,31.0,5.4,9.7,.560,4.7,8.2,.575,0.7,1.5,.478,4.1,5.6,.730,3.1,5.9,9.0,1.2,1.0,2.2,2.3,2.4,15.6,,7.94
Dwyane Wade,2001-02,Marquette,CUSA,SO,32,32,29.2,7.0,14.3,.487,6.4,12.7,.505,0.6,1.6,.346,3.3,4.8,.690,2.5,4.1,6.6,3.4,2.5,1.1,3.0,2.5,17.8,,4.78
Dwyane Wade,2002-03,Marquette,CUSA,JR,33,33,32.1,7.6,15.2,.501,7.2,13.8,.519,0.4,1.3,.318,5.9,7.5,.779,1.8,4.5,6.3,4.4,2.2,1.3,3.2,2.3,21.5,,7.28
Chris Kaman,2000-01,Central Michigan,MAC,FR,28,1,18.6,3.8,6.5,.574,3.8,6.5,.574,0.0,0.0,,2.3,3.2,.700,1.7,3.1,4.8,0.2,0.5,1.6,1.8,2.4,9.8,,0.01
Chris Kaman,2001-02,Central Michigan,MAC,SO,24,13,25.2,4.0,6.6,.614,4.0,6.6,.614,0.0,0.0,,3.7,5.7,.650,2.8,5.5,8.3,0.9,0.4,1.6,2.9,2.8,11.8,,1.35
Chris Kaman,2002-03,Central Michigan,MAC,JR,31,31,34.0,7.9,12.6,.622,7.9,12.6,.622,0.0,0.0,,6.6,8.9,.749,3.6,8.4,12.0,1.2,0.6,3.2,4.4,3.2,22.4,,1.79
Kirk Hinrich,1999-00,Kansas,Big 12,FR,34,13,21.4,2.0,4.7,.429,1.3,2.4,.543,0.7,2.4,.313,0.7,1.0,.735,0.5,1.9,2.4,3.6,1.0,0.5,2.6,3.0,5.5,,9.79
Kirk Hinrich,2000-01,Kansas,Big 12,SO,33,33,32.7,3.5,7.0,.500,1.8,3.7,.496,1.7,3.3,.505,2.8,3.3,.843,0.5,3.6,4.1,6.9,1.3,0.3,3.4,3.2,11.5,,9.04
Kirk Hinrich,2001-02,Kansas,Big 12,JR,37,35,30.9,5.4,9.9,.541,3.6,6.2,.579,1.8,3.7,.478,2.3,2.8,.808,1.2,3.6,4.8,5.0,1.6,0.4,2.7,2.6,14.8,,9.36
Kirk Hinrich,2002-03,Kansas,Big 12,SR,37,37,33.5,6.3,13.2,.475,3.9,7.3,.532,2.4,5.9,.406,2.4,3.4,.704,1.0,2.7,3.8,3.5,1.9,0.4,2.2,2.1,17.3,,10.53
T.J. Ford,2001-02,Texas,Big 12,FR,33,33,32.4,3.7,9.0,.413,3.6,8.0,.445,0.2,1.0,.152,3.2,4.2,.775,0.7,3.1,3.8,8.3,2.2,0.1,4.0,2.8,10.8,,9.98
T.J. Ford,2002-03,Texas,Big 12,SO,33,33,33.6,4.8,12.0,.401,4.3,10.0,.429,0.5,2.1,.265,4.8,5.9,.820,0.6,3.2,3.9,7.7,2.0,0.2,3.2,2.5,15.0,,9.28
Mike Sweetney,2000-01,Georgetown,Big East,FR,33,33,24.2,4.8,9.3,.516,4.8,9.3,.516,0.0,0.0,,3.2,5.1,.619,3.3,4.1,7.4,1.8,0.8,0.7,2.3,2.0,12.8,,1.58
Mike Sweetney,2001-02,Georgetown,Big East,SO,29,28,30.4,6.4,11.2,.567,6.4,11.2,.569,0.0,0.0,.000,6.3,8.0,.788,3.6,6.4,10.0,1.7,0.9,1.7,3.1,2.1,19.0,,4.20
Mike Sweetney,2002-03,Georgetown,Big East,JR,34,34,32.4,7.8,14.2,.547,7.8,14.1,.550,0.0,0.1,.000,7.3,9.9,.738,4.0,6.3,10.4,1.9,1.5,3.2,2.1,2.8,22.8,,6.27
Jarvis Hayes,1999-00,Western Carolina,Southern,FR,28,26,28.0,6.4,15.0,.424,4.4,9.7,.458,1.9,5.3,.362,2.5,3.2,.767,1.6,3.8,5.4,1.0,1.6,0.5,1.7,2.6,17.1,,-4.94
Jarvis Hayes,2000-01-RS,Georgia,SEC,Transfer
Jarvis Hayes,2001-02,Georgia,SEC,SO,29,29,33.8,7.3,16.2,.451,5.6,11.0,.509,1.7,5.2,.327,2.2,2.9,.765,1.2,4.0,5.2,1.6,1.2,0.5,2.1,1.8,18.6,,9.24
Jarvis Hayes,2002-03,Georgia,SEC,JR,27,27,32.3,6.9,13.6,.503,4.9,8.9,.544,2.0,4.7,.425,2.6,3.3,.784,1.3,3.1,4.4,2.0,1.1,0.4,1.4,2.4,18.3,,11.30
Nick Collison,1999-00,Kansas,Big 12,FR,34,33,22.8,4.3,8.6,.497,4.1,8.2,.502,0.1,0.4,.385,1.8,2.7,.674,2.0,4.9,6.9,1.1,1.1,0.9,2.1,2.9,10.5,,9.79
Nick Collison,2000-01,Kansas,Big 12,SO,33,23,27.0,5.7,9.5,.597,5.6,9.3,.601,0.1,0.2,.400,2.6,4.1,.625,2.2,4.5,6.7,2.2,1.1,1.6,2.8,3.4,14.0,,9.04
Nick Collison,2001-02,Kansas,Big 12,JR,37,36,26.8,6.6,11.2,.592,6.5,11.0,.596,0.1,0.2,.375,2.3,3.9,.575,3.4,4.9,8.3,1.7,1.1,2.2,2.5,2.9,15.6,,9.36
Nick Collison,2002-03,Kansas,Big 12,SR,38,38,32.4,7.4,13.3,.554,7.1,12.3,.571,0.3,1.0,.342,3.3,5.3,.635,3.3,6.7,10.0,2.2,1.2,1.9,2.4,2.5,18.5,,10.53
Marcus Banks,2001-02,UNLV,MWC,JR,31,31,32.5,5.1,10.8,.470,4.3,8.4,.513,0.8,2.4,.320,4.8,6.9,.704,1.0,2.4,3.3,3.0,2.2,0.2,3.2,3.1,15.8,,4.88
Marcus Banks,2002-03,UNLV,MWC,SR,32,32,36.1,7.0,13.6,.514,5.7,9.8,.583,1.3,3.8,.336,5.1,6.7,.757,0.6,2.8,3.3,5.5,2.8,0.1,3.9,2.7,20.3,,4.67
Luke Ridnour,2000-01,Oregon,Pac-10,FR,28,28,30.3,2.1,6.2,.339,1.1,2.7,.400,1.0,3.5,.293,2.2,2.8,.792,0.5,2.0,2.5,3.8,1.0,0.1,2.4,2.1,7.4,,7.91
Luke Ridnour,2001-02,Oregon,Pac-10,SO,35,35,34.5,4.8,10.3,.468,2.2,4.3,.507,2.7,6.0,.441,3.2,3.7,.867,0.3,2.7,2.9,5.0,1.7,0.1,3.1,1.8,15.5,,6.94
Luke Ridnour,2002-03,Oregon,Pac-10,JR,33,33,35.4,6.2,14.2,.432,3.7,7.8,.473,2.5,6.4,.382,4.9,5.6,.880,0.6,2.8,3.4,6.6,1.9,0.1,3.9,2.3,19.7,,6.11
Reece Gaines,1999-00,Louisville,CUSA,FR,31,30,29.7,3.2,7.1,.445,2.5,5.1,.497,0.6,2.0,.311,2.1,2.8,.767,0.8,2.5,3.3,3.4,1.9,0.2,3.0,2.3,9.1,,8.76
Reece Gaines,2000-01,Louisville,CUSA,SO,30,29,31.5,4.9,11.2,.439,3.6,8.1,.444,1.3,3.1,.426,2.7,4.0,.675,0.7,2.8,3.5,3.3,1.2,0.2,2.4,2.4,13.9,,8.67
Reece Gaines,2001-02,Louisville,CUSA,JR,32,32,32.8,6.5,14.3,.456,3.7,6.8,.544,2.8,7.5,.378,5.1,6.4,.800,0.8,3.1,3.9,3.6,1.4,0.3,2.2,2.8,21.0,,7.36
Reece Gaines,2002-03,Louisville,CUSA,SR,32,32,32.2,5.5,12.0,.462,3.2,6.0,.534,2.3,6.0,.391,4.5,6.2,.736,0.6,2.4,2.9,5.0,1.7,0.1,3.0,2.6,17.9,,6.84
Troy Bell,1999-00,Boston College,Big East,FR,27,27,32.0,5.3,13.8,.386,3.1,8.3,.378,2.2,5.5,.399,6.0,6.7,.894,1.4,1.7,3.1,2.1,1.7,0.3,3.8,2.3,18.8,,5.07
Troy Bell,2000-01,Boston College,Big East,SO,32,32,34.2,5.8,12.7,.459,3.6,7.1,.513,2.2,5.6,.391,6.6,7.7,.857,2.1,2.3,4.3,4.2,2.6,0.4,2.3,2.3,20.4,,5.19
Troy Bell,2001-02,Boston College,Big East,JR,32,32,37.5,6.5,15.9,.407,4.4,9.1,.486,2.0,6.8,.301,6.6,7.5,.883,1.8,2.3,4.1,3.8,2.3,0.3,3.0,2.6,21.6,,5.92
Troy Bell,2002-03,Boston College,Big East,SR,31,31,38.6,7.2,16.4,.441,3.8,7.9,.484,3.4,8.5,.402,7.3,8.6,.847,1.5,3.0,4.6,3.7,2.3,0.2,2.5,2.1,25.2,,7.24
David West,1999-00,Xavier,A-10,FR,33,33,29.4,4.3,8.2,.532,4.3,8.2,.532,0.0,0.0,,3.0,4.5,.667,4.4,4.7,9.1,1.7,1.6,1.1,1.7,2.7,11.7,,3.42
David West,2000-01,Xavier,A-10,SO,29,29,33.7,6.0,10.9,.551,6.0,10.9,.552,0.0,0.0,.000,5.8,7.8,.740,3.7,7.2,10.9,2.0,1.4,2.1,2.7,2.8,17.8,,4.60
David West,2001-02,Xavier,A-10,JR,32,32,34.2,6.1,11.4,.536,5.8,10.6,.553,0.3,0.9,.321,5.8,7.5,.768,2.8,6.9,9.8,1.6,1.2,2.5,3.1,2.7,18.3,,4.10
David West,2002-03,Xavier,A-10,SR,32,32,36.5,6.7,13.0,.513,6.4,12.2,.524,0.3,0.8,.346,6.5,8.0,.816,3.1,8.7,11.8,3.2,1.3,1.6,2.7,3.0,20.1,,4.62
Dahntay Jones,1998-99,Rutgers,Big East,FR,32,28,26.3,3.7,8.8,.423,3.4,7.7,.437,0.3,1.1,.324,2.9,3.5,.814,,,4.1,1.5,1.2,0.8,2.3,3.0,10.7,,7.22
Dahntay Jones,1999-00,Rutgers,Big East,SO,31,31,33.6,5.4,12.9,.414,4.1,9.3,.441,1.3,3.6,.345,4.0,5.6,.709,1.4,3.2,4.6,2.0,0.9,0.6,2.7,3.2,16.0,,4.40
Dahntay Jones,2000-01-RS,Duke,ACC,Transfer
Dahntay Jones,2001-02,Duke,ACC,JR,35,32,28.9,4.4,8.7,.505,4.0,7.2,.562,0.3,1.5,.231,2.1,2.9,.725,1.6,2.6,4.2,1.1,0.8,0.5,1.7,2.9,11.2,,9.16
Dahntay Jones,2002-03,Duke,ACC,SR,33,30,30.7,6.0,12.8,.470,4.6,9.2,.498,1.4,3.6,.398,4.2,5.7,.749,1.4,4.1,5.5,0.9,1.2,0.5,1.9,3.1,17.7,,8.37
Brian Cook,1999-00,Illinois,Big Ten,FR,32,17,18.6,3.5,6.7,.526,3.1,5.5,.571,0.4,1.2,.316,1.6,2.6,.614,1.5,3.0,4.5,0.8,0.7,0.9,1.3,2.4,9.0,,9.60
Brian Cook,2000-01,Illinois,Big Ten,SO,35,35,24.2,4.2,7.7,.546,3.4,5.5,.617,0.8,2.2,.368,2.0,2.5,.802,2.1,4.0,6.1,1.2,0.6,1.3,1.9,3.4,11.2,,11.38
Brian Cook,2001-02,Illinois,Big Ten,JR,35,34,28.8,5.0,9.8,.509,4.2,7.7,.549,0.8,2.1,.365,2.7,3.1,.873,1.8,4.8,6.7,1.3,0.8,1.4,2.2,3.2,13.5,,9.94
Brian Cook,2002-03,Illinois,Big Ten,SR,30,30,31.3,6.7,14.1,.479,5.8,11.1,.526,0.9,3.0,.303,5.6,6.8,.820,1.5,6.1,7.6,2.0,0.7,0.4,2.8,2.9,20.0,,6.76
Josh Howard,1999-00,Wake Forest,ACC,FR,36,34,24.9,3.6,7.7,.460,3.2,6.6,.492,0.3,1.2,.286,1.8,3.0,.583,2.5,2.2,4.7,1.8,1.2,0.9,1.7,2.9,9.2,,8.95
Josh Howard,2000-01,Wake Forest,ACC,SO,29,28,27.2,4.9,10.1,.490,4.3,8.5,.508,0.6,1.6,.391,3.1,4.5,.685,1.9,4.0,5.9,1.8,2.0,1.1,2.2,3.1,13.6,,10.50
Josh Howard,2001-02,Wake Forest,ACC,JR,31,26,27.4,5.5,10.9,.504,4.6,8.3,.558,0.8,2.5,.329,2.1,3.2,.657,3.4,4.4,7.7,2.1,1.6,1.0,2.2,2.9,13.9,,10.28
Josh Howard,2002-03,Wake Forest,ACC,SR,31,31,32.3,6.6,13.8,.477,4.9,9.2,.528,1.7,4.6,.373,4.7,5.6,.833,3.3,5.0,8.3,1.9,2.1,1.5,2.6,2.9,19.5,,6.96
Jason Kapono,1999-00,UCLA,Pac-10,FR,33,33,32.7,5.8,11.2,.519,3.3,5.9,.559,2.5,5.2,.474,2.0,2.9,.684,1.2,3.2,4.4,1.9,1.0,0.1,2.5,2.5,16.0,,10.11
Jason Kapono,2000-01,UCLA,Pac-10,SO,32,31,35.1,5.2,11.8,.441,2.6,6.1,.426,2.6,5.8,.457,4.2,4.8,.869,1.7,4.0,5.7,2.3,1.2,0.1,2.5,2.6,17.2,,12.07
Jason Kapono,2001-02,UCLA,Pac-10,JR,33,33,34.6,5.2,11.2,.459,2.5,5.4,.466,2.6,5.8,.453,3.1,3.6,.856,1.4,3.7,5.1,2.1,0.6,0.1,1.9,2.0,16.0,,10.78
Jason Kapono,2002-03,UCLA,Pac-10,SR,29,29,33.4,5.9,12.9,.457,3.7,7.3,.502,2.2,5.6,.398,2.8,3.2,.880,1.8,3.4,5.2,2.0,0.6,0.0,2.1,2.2,16.8,,9.75
Luke Walton,1999-00,Arizona,Pac-10,FR,34,19,25.5,1.9,5.4,.353,1.6,3.8,.419,0.3,1.6,.200,1.5,2.1,.712,1.3,2.8,4.1,3.9,1.1,0.6,2.3,1.9,5.7,,9.70
Luke Walton,2000-01,Arizona,Pac-10,SO,36,6,20.4,2.1,4.9,.420,1.8,3.8,.481,0.3,1.1,.220,1.1,1.7,.672,1.5,2.4,3.9,3.2,1.1,0.3,1.7,1.5,5.5,,12.56
Luke Walton,2001-02,Arizona,Pac-10,JR,31,31,36.7,5.6,11.9,.470,5.1,10.0,.506,0.5,1.9,.283,3.9,5.8,.682,1.8,5.5,7.3,6.3,1.6,0.6,3.8,2.0,15.7,,12.47
Luke Walton,2002-03,Arizona,Pac-10,SR,28,28,27.6,3.8,9.1,.420,2.8,6.5,.434,1.0,2.6,.384,2.1,3.1,.678,1.4,4.2,5.6,5.1,0.9,0.3,2.8,2.0,10.8,,8.95
Mario Austin,2000-01,Mississippi State,SEC,FR,31,5,17.0,3.2,6.7,.478,3.2,6.7,.478,0.0,0.0,,1.5,2.4,.658,1.7,1.9,3.6,0.8,0.5,0.4,1.5,1.7,7.9,,8.76
Mario Austin,2001-02,Mississippi State,SEC,SO,35,35,30.0,6.0,10.7,.557,5.9,10.6,.562,0.0,0.1,.200,4.2,6.3,.658,2.5,5.1,7.6,1.3,0.6,0.7,2.1,2.3,16.1,,7.34
Mario Austin,2002-03,Mississippi State,SEC,JR,25,24,32.9,6.0,11.2,.534,5.8,10.7,.539,0.2,0.5,.417,3.4,5.1,.664,2.6,5.0,7.7,1.2,1.1,0.7,2.4,2.0,15.5,,8.01
Travis Hansen,2000-01,BYU,MWC,SO,24,9,16.6,2.0,5.0,.408,1.8,4.3,.427,0.2,0.7,.294,1.2,1.6,.718,1.0,2.0,3.0,1.1,0.6,0.2,0.7,2.0,5.5,,3.48
Travis Hansen,2001-02,BYU,MWC,JR,30,30,31.1,4.9,11.3,.435,3.8,8.6,.440,1.2,2.8,.422,4.6,6.1,.758,1.4,4.8,6.2,1.5,0.6,0.4,2.3,3.2,15.6,,5.35
Travis Hansen,2002-03,BYU,MWC,SR,32,32,32.0,5.3,12.0,.441,4.2,8.7,.480,1.1,3.3,.340,5.1,6.4,.799,1.7,3.1,4.8,2.4,0.9,0.6,2.6,3.0,16.8,,5.29
Steve Blake,1999-00,Maryland,ACC,FR,35,33,31.9,2.5,6.0,.408,1.4,3.1,.450,1.1,2.9,.363,1.0,1.5,.686,0.5,2.5,3.0,6.2,2.0,0.3,3.6,2.3,7.0,,9.44
Steve Blake,2000-01,Maryland,ACC,SO,36,36,28.8,2.3,5.8,.399,1.3,3.2,.404,1.0,2.6,.394,1.3,1.8,.714,0.7,2.3,3.0,6.9,1.6,0.2,3.1,2.3,6.9,,11.00
Steve Blake,2001-02,Maryland,ACC,JR,36,36,32.0,2.5,6.6,.382,1.3,3.1,.427,1.2,3.6,.344,1.7,2.1,.824,0.6,3.3,3.8,7.9,1.6,0.4,3.2,2.0,8.0,,9.35
Steve Blake,2002-03,Maryland,ACC,SR,31,31,32.5,3.7,8.9,.415,1.6,3.9,.413,2.1,5.0,.416,2.2,2.7,.819,0.7,3.0,3.7,7.1,1.6,0.2,3.2,1.7,11.6,,7.56
Derrick Zimmerman,1999-00,Mississippi State,SEC,FR,30,0,16.5,1.6,4.1,.395,1.3,3.1,.435,0.3,1.1,.281,0.8,1.3,.605,0.5,1.6,2.1,1.4,1.2,0.5,1.6,1.7,4.3,,5.29
Derrick Zimmerman,2000-01,Mississippi State,SEC,SO,31,5,20.6,1.7,3.7,.461,1.6,2.9,.538,0.1,0.8,.167,1.0,1.8,.571,0.9,1.8,2.7,2.9,1.2,0.6,1.8,2.2,4.6,,8.76
Derrick Zimmerman,2001-02,Mississippi State,SEC,JR,35,35,32.7,3.3,6.2,.532,3.0,5.3,.576,0.3,1.0,.294,2.3,4.0,.576,1.0,3.0,4.0,6.0,2.1,0.8,3.5,2.5,9.2,,7.34
Derrick Zimmerman,2002-03,Mississippi State,SEC,SR,31,31,33.0,3.2,6.7,.476,2.7,5.0,.538,0.5,1.7,.288,2.0,3.1,.649,0.8,3.4,4.2,5.5,1.9,0.8,3.4,2.1,8.9,,8.01
Willie Green,1999-00,Detroit Mercy,MW Coll,FR,32,32,25.0,2.8,6.8,.417,2.0,4.7,.433,0.8,2.1,.382,1.9,2.3,.813,0.8,1.8,2.6,1.9,0.7,0.3,1.5,1.9,8.4,,0.14
Willie Green,2000-01,Detroit Mercy,MW Coll,SO,33,30,30.7,5.1,10.7,.474,4.1,8.1,.508,1.0,2.6,.372,2.1,2.9,.722,1.3,3.7,5.0,2.4,1.0,0.1,2.0,2.5,13.2,,2.44
Willie Green,2001-02,Detroit Mercy,Horizon,JR,29,27,30.6,5.1,11.8,.431,4.2,8.7,.482,0.9,3.0,.284,2.7,4.0,.670,1.0,3.2,4.2,1.9,0.8,0.3,2.2,2.6,13.7,,1.05
Willie Green,2002-03,Detroit Mercy,Horizon,SR,30,30,34.0,8.1,16.6,.490,6.9,13.3,.519,1.2,3.3,.374,5.1,6.3,.805,1.1,3.9,4.9,2.5,1.3,0.4,2.3,2.4,22.6,,-0.09
Keith Bogans,1999-00,Kentucky,SEC,FR,33,23,27.8,4.2,10.3,.407,2.7,5.3,.514,1.5,5.0,.293,2.6,4.1,.644,1.3,2.3,3.6,1.7,1.4,0.0,2.4,1.7,12.5,,12.71
Keith Bogans,2000-01,Kentucky,SEC,SO,34,34,30.9,6.2,13.1,.473,4.0,7.0,.569,2.2,6.0,.361,2.4,3.5,.697,1.9,2.7,4.6,2.4,1.0,0.2,2.6,2.2,17.0,,11.12
Keith Bogans,2001-02,Kentucky,SEC,JR,32,30,27.4,4.0,10.2,.394,2.4,5.1,.475,1.6,5.2,.315,1.9,2.8,.670,1.7,2.6,4.3,2.5,1.0,0.1,1.8,2.2,11.6,,11.99
Keith Bogans,2002-03,Kentucky,SEC,SR,36,35,29.7,5.4,11.8,.456,3.2,6.0,.528,2.2,5.8,.383,2.7,3.6,.738,1.1,2.7,3.8,2.7,1.2,0.1,2.2,1.7,15.7,,9.33
Matt Bonner,1999-00,Florida,SEC,FR,36,0,13.5,1.8,4.2,.440,1.4,2.6,.532,0.4,1.6,.286,0.7,0.8,.867,1.4,1.8,3.2,0.4,0.3,0.3,0.6,1.8,4.8,,8.51
Matt Bonner,2000-01,Florida,SEC,SO,31,17,28.5,4.8,9.4,.514,3.5,6.0,.588,1.3,3.4,.381,2.3,3.5,.664,2.3,5.4,7.7,1.5,0.8,0.4,1.6,2.1,13.3,,7.55
Matt Bonner,2001-02,Florida,SEC,JR,31,31,28.3,5.9,11.5,.513,4.4,7.5,.589,1.5,4.0,.371,2.4,3.0,.796,2.5,4.8,7.2,1.5,0.7,0.7,1.6,1.9,15.6,,8.37
Matt Bonner,2002-03,Florida,SEC,SR,33,33,31.4,5.5,10.8,.510,3.6,6.8,.531,1.9,4.0,.474,2.2,3.1,.733,2.1,4.0,6.1,1.5,1.1,0.6,1.6,2.1,15.2,,7.76
Mo Williams,2001-02,Alabama,SEC,FR,35,35,32.0,3.5,9.3,.376,2.6,5.7,.448,0.9,3.6,.262,2.4,2.8,.857,1.0,2.9,3.9,4.5,1.7,0.1,2.9,2.6,10.4,,7.67
Mo Williams,2002-03,Alabama,SEC,SO,29,29,35.8,5.5,12.8,.431,3.6,6.6,.539,2.0,6.2,.317,3.4,4.0,.838,1.0,2.9,3.9,3.9,1.2,0.2,3.0,2.1,16.4,,9.40
James Jones,1999-00,Miami (FL),Big East,FR,33,0,12.8,1.6,3.7,.426,1.3,2.7,.467,0.3,1.0,.313,0.5,0.5,.833,0.9,1.0,1.9,0.3,0.5,0.5,0.4,1.3,3.9,,5.39
James Jones,2000-01,Miami (FL),Big East,SO,29,28,31.8,4.2,9.8,.428,2.8,6.8,.409,1.4,3.0,.471,2.1,2.6,.811,2.2,3.6,5.9,1.2,1.2,1.6,1.9,2.2,11.9,,4.92
James Jones,2001-02,Miami (FL),Big East,JR,32,32,32.8,4.2,10.4,.401,3.1,7.1,.441,1.0,3.3,.314,3.5,4.1,.841,2.0,4.3,6.3,1.5,1.3,2.4,1.6,2.4,12.8,,5.53
James Jones,2002-03,Miami (FL),Big East,SR,28,28,34.2,5.6,12.5,.447,4.2,9.0,.466,1.4,3.6,.400,4.2,5.1,.831,1.9,4.2,6.0,1.8,1.6,1.8,2.5,2.7,16.9,,4.91
Kyle Korver,1999-00,Creighton,MVC,FR,33,1,18.2,2.9,6.2,.475,1.0,1.8,.576,1.9,4.4,.434,1.0,1.2,.895,0.9,2.2,3.1,1.0,0.6,0.2,1.3,1.7,8.8,,1.64
Kyle Korver,2000-01,Creighton,MVC,SO,32,32,29.4,4.6,9.8,.470,1.5,2.9,.511,3.1,6.9,.452,2.3,2.6,.867,1.5,4.3,5.8,2.0,1.8,0.4,1.8,2.6,14.6,,3.01
Kyle Korver,2001-02,Creighton,MVC,JR,29,28,31.6,4.5,9.4,.478,1.8,3.1,.578,2.7,6.3,.429,3.3,3.8,.890,1.6,3.9,5.5,3.3,1.6,0.6,2.2,2.4,15.1,,1.39
Kyle Korver,2002-03,Creighton,MVC,SR,34,34,31.8,5.4,11.5,.468,1.6,3.6,.443,3.8,7.9,.480,3.2,3.5,.908,1.4,5.0,6.4,3.1,1.5,0.7,2.0,2.6,17.8,,1.03
Tommy Smith,1999-00,Arizona State,Pac-10,FR,32,1,13.4,1.9,4.0,.484,1.9,3.9,.496,0.0,0.1,.000,1.0,1.6,.660,1.3,1.8,3.1,0.7,0.7,0.7,1.3,2.9,4.9,,8.75
Tommy Smith,2000-01,Arizona State,Pac-10,SO,29,9,19.2,3.6,6.4,.568,3.6,6.1,.582,0.1,0.3,.250,2.0,3.3,.615,2.0,2.6,4.5,1.4,1.0,1.5,2.5,4.1,9.3,,9.00
Tommy Smith,2001-02,Arizona State,Pac-10,JR,29,29,25.9,4.7,10.0,.471,4.3,9.0,.481,0.4,1.0,.379,1.9,3.4,.561,2.0,3.3,5.3,2.0,1.3,1.2,3.1,4.0,11.7,,6.79
Tommy Smith,2002-03,Arizona State,Pac-10,SR,32,32,29.1,4.4,8.9,.493,4.3,8.4,.507,0.2,0.6,.278,2.2,3.8,.574,2.3,4.0,6.2,2.7,0.9,2.2,3.0,3.3,11.2,,9.27
Rick Rickert,2001-02,Minnesota,Big Ten,FR,31,31,28.1,5.1,10.0,.505,3.7,6.5,.580,1.3,3.6,.369,2.8,3.9,.705,1.7,3.5,5.2,1.5,0.7,1.2,1.9,3.0,14.2,,7.05
Rick Rickert,2002-03,Minnesota,Big Ten,SO,32,31,30.8,5.8,13.0,.442,4.5,9.4,.477,1.3,3.6,.353,2.8,4.1,.682,1.8,4.4,6.2,1.2,0.8,0.8,2.1,2.7,15.6,,6.72
Brandon Hunter,1999-00,Ohio,MAC,FR,33,33,27.4,4.5,8.8,.514,4.5,8.7,.517,0.0,0.1,.000,2.3,4.2,.551,2.5,3.7,6.2,1.1,0.6,0.3,2.8,2.8,11.3,,3.53
Brandon Hunter,2000-01,Ohio,MAC,SO,30,30,32.9,6.0,11.8,.510,5.9,11.5,.514,0.1,0.3,.333,5.9,9.0,.657,2.7,6.7,9.4,2.7,0.8,0.5,3.9,2.5,18.1,,1.51
Brandon Hunter,2001-02,Ohio,MAC,JR,26,26,32.4,6.1,12.5,.489,5.2,9.9,.519,1.0,2.6,.373,4.2,6.9,.603,2.1,7.0,9.1,2.3,1.1,1.0,3.3,2.3,17.3,,-0.19
Brandon Hunter,2002-03,Ohio,MAC,SR,30,30,38.2,7.2,13.8,.523,6.9,12.6,.545,0.4,1.2,.297,6.6,11.2,.594,3.2,9.4,12.6,2.6,0.8,1.2,3.6,2.8,21.5,,2.41
Jay Williams,1999-00,Duke,ACC,FR,34,34,34.0,5.3,12.6,.419,3.1,6.5,.480,2.1,6.1,.354,1.8,2.6,.685,,,4.2,6.5,2.4,0.2,4.1,2.5,14.5,,8.88
Jay Williams,2000-01,Duke,ACC,SO,39,39,31.8,7.3,15.5,.473,3.9,7.5,.520,3.4,7.9,.427,3.6,5.4,.659,0.8,2.5,3.3,6.1,2.0,0.1,3.9,2.2,21.6,,11.98
Jay Williams,2001-02,Duke,ACC,JR,35,35,33.6,7.1,15.6,.457,4.0,7.5,.536,3.1,8.1,.383,4.0,5.9,.676,0.8,2.8,3.5,5.3,2.2,0.1,3.7,2.3,21.3,,9.16
Mike Dunleavy,1999-00,Duke,ACC,FR,30,2,24.1,3.2,7.0,.460,2.1,3.8,.553,1.1,3.2,.351,1.5,2.0,.738,,,4.3,1.7,1.1,0.5,2.0,1.8,9.1,,8.88
Mike Dunleavy,2000-01,Duke,ACC,SO,39,39,29.2,4.7,9.9,.474,3.3,6.0,.540,1.5,3.9,.373,1.7,2.5,.694,1.7,3.9,5.7,2.6,1.4,0.4,2.1,2.1,12.6,,11.98
